ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
CF,"Congo, Republic of the",11007,101731,Bulu Fang,"Bulu Fang, Pidgin Bulu",6300,5,N,bum,Bulu,5,1,Christianity,60,12,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.087449,13.374678
CF,"Congo, Republic of the",19007,114916,Deaf,Deaf,58000,3,N,xxx,Language unknown,0,1,Christianity,89.72,,26,A017,Deaf,328,C0252,Deaf,216,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.223199776,15.27662463
CF,"Congo, Republic of the",19660,115089,Doondo,Doondo,45000,4,N,dde,Doondo,3,1,Christianity,60,3,22,A013,Sub-Saharan Peoples,338,C0262,"Bantu, Central-South",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.28104,13.63808
CF,"Congo, Republic of the",11187,102997,"Fang, Pangwe","Fang, Pangwe",13000,4,N,fan,Fang,5,1,Christianity,90,6,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",5,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.07204,13.54701
CF,"Congo, Republic of the",11234,103059,French,French,13000,3,N,fra,French,5,1,Christianity,76,0.4,12,A003,Eurasian Peoples,172,C0076,French,114,8,"Africa, West and Central",AFR,Africa,N,N,,N,-3.90549,15.29693
CF,"Congo, Republic of the",12070,103733,Hausa,Hausa,12000,1,Y,hau,Hausa,5,6,Islam,0.09,0.04,22,A013,Sub-Saharan Peoples,186,C0090,Hausa,16,8,"Africa, West and Central",AFR,Africa,N,N,1,Y,1.654223485,14.57161296
CF,"Congo, Republic of the",19175,115379,Kaamba,Kaamba,3100,4,N,xku,Kaamba,0,1,Christianity,65,7,22,A013,Sub-Saharan Peoples,338,C0262,"Bantu, Central-South",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.03838,13.28239
CF,"Congo, Republic of the",12436,104439,Kako,Kako,14000,4,N,kkj,Kako,4,1,Christianity,75,5,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",3,8,"Africa, West and Central",AFR,Africa,N,Y,,N,3.05005,17.28093
CF,"Congo, Republic of the",19056,114856,"Keenge, Beembe","Keenge, Beembe",134000,4,N,beq,Beembe,4,1,Christianity,74.8,3,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-3.93844,14.1164
CF,"Congo, Republic of the",13795,106770,"Kituba, Monokutuba","Kituba, Monokutuba",1935000,5,N,mkw,Kituba,4,1,Christianity,95.2,20.5,22,A013,Sub-Saharan Peoples,338,C0262,"Bantu, Central-South",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.15654,14.56481
CF,"Congo, Republic of the",12774,105179,Kongo,Kongo,28000,5,N,kng,Koongo,5,1,Christianity,92,20,22,A013,Sub-Saharan Peoples,345,C0269,"Bantu, Kongo",4,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.82895,14.73162
CF,"Congo, Republic of the",17276,112647,Kota,Kota,18000,5,N,koq,Kota,3,1,Christianity,80,20,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,0.86592,15.59111
CF,"Congo, Republic of the",12822,105283,Koyo,Koyo,1600,4,N,koh,Koyo,1,1,Christianity,95,3,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-0.68402,15.71784
CF,"Congo, Republic of the",19376,115340,Kuba,Kuba,59000,5,N,kxx,Likuba,3,1,Christianity,95,11,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-1.25101,16.473
CF,"Congo, Republic of the",12862,105432,Kunyi,Kunyi,152000,4,N,njx,Kunyi,0,1,Christianity,99.5,9,22,A013,Sub-Saharan Peoples,338,C0262,"Bantu, Central-South",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.14963,12.79065
CF,"Congo, Republic of the",12904,105513,Kwala,"Kwala, Likouala",87000,4,N,kwc,Likwala,1,1,Christianity,85,6,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-0.47751,16.59402
CF,"Congo, Republic of the",12962,105602,Lali,Lali,176000,5,N,ldi,Laari,4,1,Christianity,99,25,22,A013,Sub-Saharan Peoples,338,C0262,"Bantu, Central-South",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.12526,14.65595
CF,"Congo, Republic of the",13068,105785,Lingala,"Lingala, Ngala",236000,5,N,lin,Lingala,5,1,Christianity,93,14,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",11,8,"Africa, West and Central",AFR,Africa,N,Y,,N,0.4942,15.21957
CF,"Congo, Republic of the",13081,105810,Lobala,Lobala,31000,4,N,loq,Lobala,4,1,Christianity,90,10,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.037930008,18.04999639
CF,"Congo, Republic of the",13152,105924,Lumbu,Lumbu,6100,4,N,lup,Lumbu,3,1,Christianity,75,4,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-3.85122,11.84047
CF,"Congo, Republic of the",10233,100200,Makwa,Makwa,46000,4,N,akw,Akwa,1,1,Christianity,95,6,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-0.11802,15.64133
CF,"Congo, Republic of the",13614,106456,Mbamba,Mbamba,25000,5,N,mbm,Ombamba,1,1,Christianity,85,18,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.75892,13.63044
CF,"Congo, Republic of the",13619,106461,Mbangwe,Mbangwe,3100,3,N,zmn,Mbangwe,2,1,Christianity,67,1.6,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.5296,13.54655
CF,"Congo, Republic of the",13620,106463,Mbanza,Mbanza,17000,5,N,zmz,Mbandja,5,1,Christianity,80,17,22,A013,Sub-Saharan Peoples,292,C0203,Sudanic,3,8,"Africa, West and Central",AFR,Africa,N,Y,,N,3.45521,18.57284
CF,"Congo, Republic of the",10277,100267,Mbede,Mbede,123000,4,N,mdt,Mbere,2,1,Christianity,95,6,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-0.35228,14.57578
CF,"Congo, Republic of the",13634,106484,Mbosi,Mbosi,585000,4,N,mdw,Mbosi,3,4,Ethnic Religions,40,10,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-1.20034,15.52386
CF,"Congo, Republic of the",13638,106488,Mbuku,Mbuku,52000,5,N,mdu,Mboko,0,1,Christianity,85,20,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,0.48064,14.76072
CF,"Congo, Republic of the",13646,106500,Mbwisi,Mbwisi,6300,4,N,bwz,Bwisi,0,1,Christianity,75,8,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-3.11034,12.07069
CF,"Congo, Republic of the",13766,106717,Moi,Moi,6300,4,N,mow,Moi,0,1,Christianity,80,8,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-1.72413,16.45557
CF,"Congo, Republic of the",13792,106763,Monzombo,Monzombo,17000,4,N,moj,Monzombo,1,1,Christianity,65,10,22,A013,Sub-Saharan Peoples,273,C0184,Pygmy,3,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.98154,18.44562
CF,"Congo, Republic of the",10643,100959,Ndasa,Ndasa,9300,4,N,nda,Ndasa,1,1,Christianity,78,5,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.98973,13.26295
CF,"Congo, Republic of the",10743,101167,Ngbaka,Ngbaka,7400,5,N,nga,Ngbaka,5,1,Christianity,80,14,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,3,8,"Africa, West and Central",AFR,Africa,N,N,,N,2.50603,18.1733
CF,"Congo, Republic of the",13344,107253,Ngbaka Mabo,"Ngbaka Mabo, Bwaka",176000,5,N,nbm,Ngbaka Ma'bo,4,1,Christianity,99,14,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,3,8,"Africa, West and Central",AFR,Africa,N,N,,N,2.50623,18.16989
CF,"Congo, Republic of the",13362,107275,Ngom,"Ngom, Angom",8300,4,N,nra,Ngom,3,1,Christianity,75,6,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,0.61154,14.40378
CF,"Congo, Republic of the",19048,107279,Ngundi,Ngundi,4900,4,N,ndn,Ngundi,1,1,Christianity,76,5.695,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,1.64482,16.12792
CF,"Congo, Republic of the",13999,107424,Ngungwel,Ngungwel,121000,4,N,ngz,Ngungwel,3,1,Christianity,95.5,6,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-1.77252,15.66475
CF,"Congo, Republic of the",13382,107301,Ngwili,"Ngwili, Ngiri",3100,5,N,nbw,"Ngbandi, Southern",4,1,Christianity,75,22,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.845544785,18.39008204
CF,"Congo, Republic of the",19343,115395,Njyem,Njyem,5900,4,N,njy,Njyem,3,1,Christianity,93,7,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.141640146,14.17324871
CF,"Congo, Republic of the",14109,107575,Nzebi,Nzebi,25000,5,N,nzb,Njebi,4,1,Christianity,75,14,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.33104,12.7603
CF,"Congo, Republic of the",14110,107576,Nzime,Nzime,3200,4,N,ozm,Koonzime,4,1,Christianity,93,7,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.057722691,14.13443566
CF,"Congo, Republic of the",14429,108092,Pol,Pol,11000,4,N,pmm,Pol,2,1,Christianity,60,4,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,1.97104,16.13818
CF,"Congo, Republic of the",14449,108129,Portuguese,Portuguese,1300,3,N,por,Portuguese,5,1,Christianity,93,0.7,12,A003,Eurasian Peoples,271,C0182,"Portuguese, European",46,8,"Africa, West and Central",AFR,Africa,N,N,,N,-4.780292453,11.87841581
CF,"Congo, Republic of the",14484,108190,Punu,Punu,18000,5,N,puu,Punu,5,1,Christianity,80,25,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.65592,11.94255
CF,"Congo, Republic of the",10859,101463,"Pygmy, Bayaka","Pygmy, Bayaka",43000,5,N,axk,Yaka,3,4,Ethnic Religions,50,25,22,A013,Sub-Saharan Peoples,273,C0184,Pygmy,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.02436,16.71711
CF,"Congo, Republic of the",11995,103568,"Pygmy, Gundi","Pygmy, Gundi",3300,4,N,gdi,Gundi,1,1,Christianity,78,8,22,A013,Sub-Saharan Peoples,273,C0184,Pygmy,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,2.046845851,16.08932401
CF,"Congo, Republic of the",14728,108648,Sango,Sango,129000,5,N,sag,Sango,5,1,Christianity,75,23,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,5,8,"Africa, West and Central",AFR,Africa,N,N,,N,2.052446114,18.05667626
CF,"Congo, Republic of the",15122,109605,Sundi,Sundi,239000,5,N,sdj,Suundi,0,1,Christianity,95,18,22,A013,Sub-Saharan Peoples,132,C0035,"Bantu, Makua-Yao",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.53385,13.33725
CF,"Congo, Republic of the",19792,115382,Teke Laali,Teke Laali,3900,5,N,lli,Teke-Laali,1,1,Christianity,95,12,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-3.29575,13.27182
CF,"Congo, Republic of the",11276,101939,"Teke, Central","Teke, Central - Njyunjyu",127000,4,N,nzu,Teke-Nzikou,2,1,Christianity,94,8,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.64573,15.15713
CF,"Congo, Republic of the",11707,102862,"Teke, Eastern","Teke, Eastern",67000,4,N,tek,"Teke, Ibali",3,1,Christianity,98,6,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.21875,15.41837
CF,"Congo, Republic of the",14033,107463,"Teke, Northern","Teke, Northern",91000,4,N,teg,Teke-Tege,2,4,Ethnic Religions,35,6,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-1.18656,14.82943
CF,"Congo, Republic of the",15068,109518,"Teke, Southern","Teke, Southern",72000,4,N,kkw,Teke-Kukuya,3,1,Christianity,95,5,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.26841,14.44953
CF,"Congo, Republic of the",15385,110806,"Teke, Tsaayi","Teke, Tsaayi",178000,5,N,tyi,Teke-Tsaayi,1,1,Christianity,95,15,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-3.05424,13.82251
CF,"Congo, Republic of the",19385,115380,Teke-Aboo,Teke-Aboo,38000,4,N,ebo,Teke-Eboo,3,1,Christianity,90,10,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.27769,15.67155
CF,"Congo, Republic of the",15011,109441,Teke-Fuumu,Teke-Fuumu,15000,4,N,ifm,Teke-Wuumu,1,1,Christianity,60,5,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-3.42716,15.59804
CF,"Congo, Republic of the",19589,115381,Teke-Tyee,Teke-Tyee,27000,5,N,tyx,Teke-Tyee,3,1,Christianity,95,15,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-3.50295,13.89881
CF,"Congo, Republic of the",10727,101138,Tsangui,Tsangui,25000,5,N,tsa,Tsaangi,3,1,Christianity,80,22,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.87255,12.62356
CF,"Congo, Republic of the",15792,110565,"Vili, Fioti","Vili, Fioti",14000,4,N,vif,Vili,4,1,Christianity,78,6,22,A013,Sub-Saharan Peoples,345,C0269,"Bantu, Kongo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.57035,12.01993
CF,"Congo, Republic of the",15421,110872,Wumbvu,Wumbvu,12000,5,N,wum,Wumbvu,2,1,Christianity,78,12,22,A013,Sub-Saharan Peoples,334,C0258,"Bantu, Central-Congo",2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-2.48177,12.30082
CF,"Congo, Republic of the",19489,115383,"Yaka, Iyaka","Yaka, Iyaka",41000,3,N,iyx,Yaka,3,1,Christianity,95,0.8,22,A013,Sub-Saharan Peoples,347,C0271,"Bantu, Northwest",1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-3.73697,13.34829
CF,"Congo, Republic of the",16051,111088,Yombe,Yombe,60000,5,N,yom,Yombe,4,1,Christianity,97,15,22,A013,Sub-Saharan Peoples,338,C0262,"Bantu, Central-South",3,8,"Africa, West and Central",AFR,Africa,N,Y,,N,-4.36171,12.40436
CW,Cook Islands,10329,100357,Anglo-New Zealander,Anglo-New Zealander,700,5,N,eng,English,5,1,Christianity,79.6,23,12,A003,Eurasian Peoples,110,C0012,Anglo-Celt,13,1,Australia and Pacific,SOP,Oceania,N,N,,N,-21.21844413,-159.8291178
CW,Cook Islands,11415,102284,Cook Islands Maori,Cook Islands Maori,13000,5,N,rar,Cook Islands Maori,5,1,Christianity,98.93,14.413,19,A010,Pacific Islanders,269,C0180,Polynesian,4,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-21.22769,-159.7713
CW,Cook Islands,11165,102966,Euronesian,"Euronesian, Part-Maori",800,5,N,eng,English,5,1,Christianity,100,12,19,A010,Pacific Islanders,259,C0170,"Pacific Islanders, other",9,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-21.207824,-159.815861
CW,Cook Islands,13411,107346,Niuean,Niuean,200,4,N,niu,Niue,5,1,Christianity,96,10,19,A010,Pacific Islanders,269,C0180,Polynesian,3,1,Australia and Pacific,SOP,Oceania,N,N,,N,-10.40518,-160.83377
CW,Cook Islands,14365,107977,Penrhyn,"Penrhyn, Tongareva",300,4,N,pnh,Penrhyn,0,1,Christianity,98.25,8,19,A010,Pacific Islanders,269,C0180,Polynesian,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.01195,-157.92253
CW,Cook Islands,10991,101712,Pukapuka,Pukapuka,1000,4,N,pkp,Pukapuka,2,1,Christianity,99.87,8,19,A010,Pacific Islanders,269,C0180,Polynesian,3,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.8831,-165.82762
CW,Cook Islands,14515,108282,Rakahanga-Manihiki,Rakahanga-Manihiki,1900,4,N,rkh,Rakahanga-Manihiki,0,1,Christianity,93.75,9.609,19,A010,Pacific Islanders,269,C0180,Polynesian,2,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.39439,-160.96819
CS,Costa Rica,15741,110448,"Americans, U.S.","Americans, U.S.",12000,5,N,eng,English,5,1,Christianity,87,35,18,A009,North American Peoples,109,C0011,Anglo-American,104,11,"America, Latin",NAR,North America,N,N,,N,9.946032,-84.129082
CS,Costa Rica,11540,102537,"Amerindian, Detribalized","Amerindian, Detribalized",48000,4,N,spa,Spanish,5,1,Christianity,92,10,16,A007,Latin-Caribbean Americans,290,C0201,South American Indigenous,12,11,"America, Latin",NAR,North America,N,Y,,N,9.934661492,-83.99794238
CS,Costa Rica,10375,100425,Arab,Arab,3600,3,N,apc,"Arabic, North Levantine Spoken",3,1,Christianity,84,0.5,10,A001,Arab World,111,C0013,"Arab, Arabian",31,11,"America, Latin",NAR,North America,N,N,,N,9.91435679,-84.06967021
CS,Costa Rica,10709,101106,Basque,Basque,10000,3,N,eus,Basque,5,1,Christianity,94,0.07,12,A003,Eurasian Peoples,134,C0038,Basque,13,11,"America, Latin",NAR,North America,N,N,,N,9.92467,-84.06088
CS,Costa Rica,10970,101667,Bribri,Bribri,14000,5,N,bzd,Bribri,4,1,Christianity,93,25,16,A007,Latin-Caribbean Americans,257,C0165,"Central American Indigenous, other",2,11,"America, Latin",NAR,North America,N,Y,,N,9.34562,-83.09607
CS,Costa Rica,11140,102927,British,British,5600,4,N,eng,English,5,1,Christianity,60,8,12,A003,Eurasian Peoples,110,C0012,Anglo-Celt,127,11,"America, Latin",NAR,North America,N,N,,N,9.946031847,-84.12908246
CS,Costa Rica,11034,101784,"Brunka, Boruca","Brunka, Boruca",2700,5,N,spa,Spanish,5,1,Christianity,85,14,16,A007,Latin-Caribbean Americans,257,C0165,"Central American Indigenous, other",1,11,"America, Latin",NAR,North America,N,Y,,N,8.88129,-83.20706
CS,Costa Rica,19206,115066,"Chinese, general","Chinese, general",39000,2,N,cmn,"Chinese, Mandarin",5,1,Christianity,30,1.3,11,A002,East Asian Peoples,161,C0065,Chinese,63,11,"America, Latin",NAR,North America,N,N,,N,9.901946492,-84.0963601
CS,Costa Rica,11356,102163,Chirripo,Chirripo,14000,5,N,cjp,Cabecar,4,1,Christianity,95,14,16,A007,Latin-Caribbean Americans,257,C0165,"Central American Indigenous, other",1,11,"America, Latin",NAR,North America,N,Y,,N,9.64125,-83.39357
CS,Costa Rica,11425,102297,Costa Rican,Costa Rican,4034000,5,N,spa,Spanish,5,1,Christianity,96.33,20.228,16,A007,Latin-Caribbean Americans,188,C0093,Hispanic,5,11,"America, Latin",NAR,North America,N,Y,,N,9.938222155,-84.05928832
CS,Costa Rica,19006,114911,"Native Criollo, Mestizo","Costa Rican, Mestizo",494000,5,N,spa,Spanish,5,1,Christianity,97,15,16,A007,Latin-Caribbean Americans,188,C0093,Hispanic,7,11,"America, Latin",NAR,North America,N,Y,,N,9.937128165,-83.99357345
CS,Costa Rica,19007,114916,Deaf,Deaf,26000,3,N,csr,Costa Rican Sign Language,3,1,Christianity,93.94,,26,A017,Deaf,328,C0252,Deaf,216,11,"America, Latin",NAR,North America,N,Y,,N,9.8943,-84.11803
CS,Costa Rica,19215,115094,"European, general","European, general",12000,4,N,xxx,Language unknown,0,1,Christianity,78,3,12,A003,Eurasian Peoples,110,C0012,Anglo-Celt,7,11,"America, Latin",NAR,North America,N,N,,N,9.954881,-84.06088
CS,Costa Rica,11234,103059,French,French,1000,3,N,fra,French,5,1,Christianity,76,0.5,12,A003,Eurasian Peoples,172,C0076,French,114,11,"America, Latin",NAR,North America,N,N,,N,9.898524,-84.08763
CS,Costa Rica,11965,103512,Guatuso,"Guatuso, Maleku Jaika",1400,4,N,gut,Maleku Jaika,0,1,Christianity,80,4,16,A007,Latin-Caribbean Americans,257,C0165,"Central American Indigenous, other",1,11,"America, Latin",NAR,North America,N,Y,,N,10.75353,-84.7311
CS,Costa Rica,12316,104168,Jamaicans,Jamaican,68000,5,N,jam,Jamaican English Creole,4,1,Christianity,94.4,15,18,A009,North American Peoples,330,C0254,"Afro-American, Northern",14,11,"America, Latin",NAR,North America,N,N,,N,9.92618,-83.07144
CS,Costa Rica,15080,109538,"Jew, Spanish-speaking","Jew, Spanish-speaking",2600,1,Y,spa,Spanish,5,4,Ethnic Religions,1,0.2,15,A006,Jews,197,C0102,Jews,16,11,"America, Latin",NAR,North America,N,Y,1,N,9.938687809,-83.99596773
CS,Costa Rica,19209,116292,"Latin American, general","Latin American, general",348000,4,N,spa,Spanish,5,1,Christianity,96.9,9,16,A007,Latin-Caribbean Americans,258,C0168,"Hispanic American, other",14,11,"America, Latin",NAR,North America,N,N,,N,9.935437972,-83.99938604
CS,Costa Rica,13677,106548,Mennonites,Mennonite,2400,4,N,pdt,Plautdietsch,5,1,Christianity,100,10,12,A003,Eurasian Peoples,175,C0079,Germanic,12,11,"America, Latin",NAR,North America,N,N,,N,10.48,-84.012
CS,Costa Rica,11968,103515,"Ngabe, Guaymi","Ngabe, Guaymi",4100,4,N,gym,Ngabere,4,1,Christianity,92,6,16,A007,Latin-Caribbean Americans,290,C0201,South American Indigenous,2,11,"America, Latin",NAR,North America,N,Y,,N,8.87779,-82.88581
CS,Costa Rica,15444,109968,Teribe,Teribe,1300,3,N,tfr,Teribe,4,1,Christianity,84,2,16,A007,Latin-Caribbean Americans,257,C0165,"Central American Indigenous, other",1,11,"America, Latin",NAR,North America,N,Y,,N,8.92563,-83.27472
IV,Côte d'Ivoire,10126,100013,Abe,"Abe, Abbey",297000,4,N,aba,Abe,3,1,Christianity,90,10,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.91867,-4.2909
IV,Côte d'Ivoire,10127,100014,Abidji,Abidji,94000,4,N,abi,Abidji,4,1,Christianity,92,6,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.63732,-4.58056
IV,Côte d'Ivoire,10141,100032,Abure,"Abure, Eyive",103000,4,N,abu,Abure,2,1,Christianity,92,7,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.2666,-3.57686
IV,Côte d'Ivoire,10162,100081,Adjoukrou,Adjoukrou,173000,4,N,adj,Adioukrou,4,1,Christianity,90,3,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.37818,-4.52543
IV,Côte d'Ivoire,10210,100166,"Aizi, Aproumu","Aizi, Aproumu ",11000,4,N,ahp,"Aizi, Aproumu",0,1,Christianity,91,5,22,A013,Sub-Saharan Peoples,206,C0112,Kru,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.21264,-4.524
IV,Côte d'Ivoire,10211,100167,"Aizi, Mobumrin","Aizi, Mobumrin ",3200,4,N,ahm,"Aizi, Mobumrin",0,1,Christianity,91,5,22,A013,Sub-Saharan Peoples,206,C0112,Kru,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.320708,-4.386434
IV,Côte d'Ivoire,10212,100168,"Aizi, Tiagbamrin","Aizi, Tiagbamrin ",15000,4,N,ahi,"Aizi, Tiagbamrin",1,1,Christianity,91,3.5,22,A013,Sub-Saharan Peoples,206,C0112,Kru,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.26624,-4.63987
IV,Côte d'Ivoire,10218,100179,Akan,Akan,399000,5,N,aka,Akan,5,1,Christianity,70,12,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,12,8,"Africa, West and Central",AFR,Africa,N,N,,N,6.738286336,-3.361101052
IV,Côte d'Ivoire,11188,102998,Akan-Fante,Akan-Fante,27000,4,N,aka,Akan,5,1,Christianity,60,3.5,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,2,8,"Africa, West and Central",AFR,Africa,N,N,,N,6.727807414,-3.50069844
IV,Côte d'Ivoire,10240,100208,Aladjan Jacquesville,Aladjan Jacquesville,45000,4,N,ald,Alladian,4,1,Christianity,90,9,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,N,Y,,N,5.22395,-4.41518
IV,Côte d'Ivoire,10362,100405,Anyi,Anyi,1594000,5,N,any,Anyin,4,1,Christianity,55,19,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,2,8,"Africa, West and Central",AFR,Africa,N,Y,,N,6.730649841,-3.498692059
